row,col,python_value,verilog_value
103,218,1,1027
103,219,2,1541
103,220,3,2055
103,221,4,2569
103,222,5,3083
103,223,6,3597
103,224,7,15
103,225,8,513
103,226,9,1027
103,227,10,1541
103,228,11,2055
103,229,12,2569
103,230,13,3083
103,231,14,3597
103,233,0,513
103,234,1,1027
103,235,2,1541
103,236,3,2055
103,237,4,2569
103,238,5,3083
103,239,6,3597
103,240,7,15
103,241,8,513
103,242,9,1027
103,243,10,1541
103,244,11,2055
103,245,12,2569
103,246,13,3083
103,247,14,3597
103,249,0,513
103,250,1,1027
103,251,2,1541
103,252,3,2055
103,253,4,2569
103,254,5,3083
103,255,6,3597
104,0,8,256
104,1,9,770
104,2,10,1284
104,3,11,1798
104,4,12,2312
104,5,13,2826
104,6,14,3340
104,7,15,3854
104,8,0,256
104,9,1,770
104,10,2,1284
104,11,3,1798
104,12,4,2312
104,13,5,2826
104,14,6,3340
104,15,7,3854
104,16,8,256
104,17,9,770
104,18,10,1284
104,19,11,1798
104,20,12,2312
104,21,13,2826
104,22,14,3340
104,23,15,3854
104,24,0,256
104,25,1,770
104,26,2,1284
104,27,3,1798
104,28,4,2312
104,29,5,2826
104,30,6,3340
104,31,7,3854
104,32,8,256
104,33,9,770
104,34,10,1284
104,35,11,1798
104,36,12,2312
104,37,13,2826
104,38,14,3340
104,39,15,3854
104,40,0,256
104,41,1,770
104,42,2,1284
104,43,3,1798
104,44,4,2312
104,45,5,2826
104,46,6,3340
104,47,7,3854
104,48,8,256
104,49,9,770
104,50,10,1284
104,51,11,1798
104,52,12,2312
104,53,13,2826
104,54,14,3340
104,55,15,3854
104,56,0,256
104,57,1,770
104,58,2,1284
104,59,3,1798
104,60,4,2312
104,61,5,2826
104,62,6,3340
104,63,7,3854
104,64,8,256
104,65,9,770
104,66,10,1284
104,67,11,1798
104,68,12,2312
104,69,13,2826
104,70,14,3340
104,71,15,3854
104,72,0,256
104,73,1,770
104,74,2,1284
104,75,3,1798
104,76,4,2312
104,77,5,2826
104,78,6,3340
104,79,7,3854
104,80,8,256
104,81,9,770
104,82,10,1284
104,83,11,1798
104,84,12,2312
104,85,13,2826
104,86,14,3340
104,87,15,3854
104,88,0,256
104,89,1,770
104,90,2,1284
104,91,3,1798
104,92,4,2312
104,93,5,2826
104,94,6,3340
104,95,7,3854
104,96,8,256
104,97,9,770
104,98,10,1284
104,99,11,1798
104,100,12,2312
104,101,13,2826
104,102,14,3340
104,103,15,3854
104,104,0,256
104,105,1,770
104,106,2,1284
104,107,3,1798
104,108,4,2312
104,109,5,2826
104,110,6,3340
104,111,7,3854
104,112,8,256
104,113,9,770
104,114,10,1284
104,115,11,1798
104,116,12,2312
104,117,13,2826
104,118,14,3340
104,119,15,3854
104,120,0,256
104,121,1,770
104,122,2,1284
104,123,3,1798
104,124,4,2312
104,125,5,2826
104,126,6,3340
104,127,7,3854
104,128,8,513
104,129,9,1027
104,130,10,1541
104,131,11,2055
104,132,12,2569
104,133,13,3083
104,134,14,3597
104,136,0,513
104,137,1,1027
104,138,2,1541
104,139,3,2055
104,140,4,2569
104,141,5,3083
104,142,6,3597
104,143,7,15
104,144,8,513
104,145,9,1027
104,146,10,1541
104,147,11,2055
104,148,12,2569
104,149,13,3083
104,150,14,3597
104,152,0,513
104,153,1,1027
104,154,2,1541
104,155,3,2055
104,156,4,2569
104,157,5,3083
104,158,6,3597
104,159,7,15
104,160,8,513
104,161,9,1027
104,162,10,1541
104,163,11,2055
104,164,12,2569
104,165,13,3083
104,166,14,3597
104,168,0,513
104,169,1,1027
104,170,2,1541
104,171,3,2055
104,172,4,2569
104,173,5,3083
104,174,6,3597
104,175,7,15
104,176,8,513
104,177,9,1027
104,178,10,1541
104,179,11,2055
104,180,12,2569
104,181,13,3083
104,182,14,3597
104,184,0,513
104,185,1,1027
104,186,2,1541
104,187,3,2055
104,188,4,2569
104,189,5,3083
104,190,6,3597
104,191,7,15
104,192,8,513
104,193,9,1027
104,194,10,1541
104,195,11,2055
104,196,12,2569
104,197,13,3083
104,198,14,3597
104,200,0,513
104,201,1,1027
104,202,2,1541
104,203,3,2055
104,204,4,2569
104,205,5,3083
104,206,6,3597
104,207,7,15
104,208,8,513
104,209,9,1027
104,210,10,1541
104,211,11,2055
104,212,12,2569
104,213,13,3083
104,214,14,3597
104,216,0,513
104,217,1,1027
104,218,2,1541
104,219,3,2055
104,220,4,2569
104,221,5,3083
104,222,6,3597
104,223,7,15
104,224,8,513
104,225,9,1027
104,226,10,1541
104,227,11,2055
104,228,12,2569
104,229,13,3083
104,230,14,3597
104,232,0,513
104,233,1,1027
104,234,2,1541
104,235,3,2055
104,236,4,2569
104,237,5,3083
104,238,6,3597
104,239,7,15
104,240,8,513
104,241,9,1027
104,242,10,1541
104,243,11,2055
104,244,12,2569
104,245,13,3083
104,246,14,3597
104,248,0,513
104,249,1,1027
104,250,2,1541
104,251,3,2055
104,252,4,2569
104,253,5,3083
104,254,6,3597
104,255,7,15
105,0,9,770
105,1,10,1284
105,2,11,1798
105,3,12,2312
105,4,13,2826
105,5,14,3340
105,6,15,3854
105,7,0,256
105,8,1,770
105,9,2,1284
105,10,3,1798
105,11,4,2312
105,12,5,2826
105,13,6,3340
105,14,7,3854
105,15,8,256
105,16,9,770
105,17,10,1284
105,18,11,1798
105,19,12,2312
105,20,13,2826
105,21,14,3340
105,22,15,3854
105,23,0,256
105,24,1,770
105,25,2,1284
105,26,3,1798
105,27,4,2312
105,28,5,2826
105,29,6,3340
105,30,7,3854
105,31,8,256
105,32,9,770
105,33,10,1284
105,34,11,1798
105,35,12,2312
105,36,13,2826
105,37,14,3340
105,38,15,3854
105,39,0,256
105,40,1,770
105,41,2,1284
105,42,3,1798
105,43,4,2312
105,44,5,2826
105,45,6,3340
105,46,7,3854
105,47,8,256
105,48,9,770
105,49,10,1284
105,50,11,1798
105,51,12,2312
105,52,13,2826
105,53,14,3340
105,54,15,3854
105,55,0,256
105,56,1,770
105,57,2,1284
105,58,3,1798
105,59,4,2312
105,60,5,2826
105,61,6,3340
105,62,7,3854
105,63,8,256
105,64,9,770
105,65,10,1284
105,66,11,1798
105,67,12,2312
105,68,13,2826
105,69,14,3340
105,70,15,3854
105,71,0,256
105,72,1,770
105,73,2,1284
105,74,3,1798
105,75,4,2312
105,76,5,2826
105,77,6,3340
105,78,7,3854
105,79,8,256
105,80,9,770
105,81,10,1284
105,82,11,1798
105,83,12,2312
105,84,13,2826
105,85,14,3340
105,86,15,3854
105,87,0,256
105,88,1,770
105,89,2,1284
105,90,3,1798
105,91,4,2312
105,92,5,2826
105,93,6,3340
105,94,7,3854
105,95,8,256
105,96,9,770
105,97,10,1284
105,98,11,1798
105,99,12,2312
105,100,13,2826
105,101,14,3340
105,102,15,3854
105,103,0,256
105,104,1,770
105,105,2,1284
105,106,3,1798
105,107,4,2312
105,108,5,2826
105,109,6,3340
105,110,7,3854
105,111,8,256
105,112,9,770
105,113,10,1284
105,114,11,1798
105,115,12,2312
105,116,13,2826
105,117,14,3340
105,118,15,3854
105,119,0,256
105,120,1,770
105,121,2,1284
105,122,3,1798
105,123,4,2312
105,124,5,2826
105,125,6,3340
105,126,7,3854
105,127,8,256
105,128,9,1027
105,129,10,1541
105,130,11,2055
105,131,12,2569
105,132,13,3083
105,133,14,3597
105,135,0,513
105,136,1,1027
105,137,2,1541
105,138,3,2055
105,139,4,2569
105,140,5,3083
105,141,6,3597
105,142,7,15
105,143,8,513
105,144,9,1027
105,145,10,1541
105,146,11,2055
105,147,12,2569
105,148,13,3083
105,149,14,3597
105,151,0,513
105,152,1,1027
105,153,2,1541
105,154,3,2055
105,155,4,2569
105,156,5,3083
105,157,6,3597
105,158,7,15
105,159,8,513
105,160,9,1027
105,161,10,1541
105,162,11,2055
105,163,12,2569
105,164,13,3083
105,165,14,3597
105,167,0,513
105,168,1,1027
105,169,2,1541
105,170,3,2055
105,171,4,2569
105,172,5,3083
105,173,6,3597
105,174,7,15
105,175,8,513
105,176,9,1027
105,177,10,1541
105,178,11,2055
105,179,12,2569
105,180,13,3083
105,181,14,3597
105,183,0,513
105,184,1,1027
105,185,2,1541
105,186,3,2055
105,187,4,2569
105,188,5,3083
105,189,6,3597
105,190,7,15
105,191,8,513
105,192,9,1027
105,193,10,1541
105,194,11,2055
105,195,12,2569
105,196,13,3083
105,197,14,3597
105,199,0,513
105,200,1,1027
105,201,2,1541
105,202,3,2055
105,203,4,2569
105,204,5,3083
105,205,6,3597
105,206,7,15
105,207,8,513
105,208,9,1027
105,209,10,1541
105,210,11,2055
105,211,12,2569
105,212,13,3083
105,213,14,3597
105,215,0,513
105,216,1,1027
105,217,2,1541
105,218,3,2055
105,219,4,2569
105,220,5,3083
105,221,6,3597
105,222,7,15
105,223,8,513
105,224,9,1027
105,225,10,1541
105,226,11,2055
105,227,12,2569
105,228,13,3083
105,229,14,3597
105,231,0,513
105,232,1,1027
105,233,2,1541
105,234,3,2055
105,235,4,2569
105,236,5,3083
105,237,6,3597
105,238,7,15
105,239,8,513
105,240,9,1027
105,241,10,1541
105,242,11,2055
105,243,12,2569
105,244,13,3083
105,245,14,3597
105,247,0,513
105,248,1,1027
105,249,2,1541
105,250,3,2055
105,251,4,2569
105,252,5,3083
105,253,6,3597
105,254,7,15
105,255,8,513
106,0,10,1284
106,1,11,1798
106,2,12,2312
106,3,13,2826
106,4,14,3340
106,5,15,3854
106,6,0,256
106,7,1,770
106,8,2,1284
106,9,3,1798
106,10,4,2312
106,11,5,2826
106,12,6,3340
106,13,7,3854
106,14,8,256
106,15,9,770
106,16,10,1284
106,17,11,1798
106,18,12,2312
106,19,13,2826
106,20,14,3340
106,21,15,3854
106,22,0,256
106,23,1,770
106,24,2,1284
106,25,3,1798
106,26,4,2312
106,27,5,2826
106,28,6,3340
106,29,7,3854
106,30,8,256
106,31,9,770
106,32,10,1284
106,33,11,1798
106,34,12,2312
106,35,13,2826
106,36,14,3340
106,37,15,3854
106,38,0,256
106,39,1,770
106,40,2,1284
106,41,3,1798
106,42,4,2312
106,43,5,2826
106,44,6,3340
106,45,7,3854
106,46,8,256
106,47,9,770
106,48,10,1284
106,49,11,1798
106,50,12,2312
106,51,13,2826
106,52,14,3340
106,53,15,3854
106,54,0,256
106,55,1,770
106,56,2,1284
106,57,3,1798
106,58,4,2312
106,59,5,2826
106,60,6,3340
106,61,7,3854
106,62,8,256
106,63,9,770
106,64,10,1284
106,65,11,1798
106,66,12,2312
106,67,13,2826
106,68,14,3340
106,69,15,3854
106,70,0,256
106,71,1,770
106,72,2,1284
106,73,3,1798
106,74,4,2312
106,75,5,2826
106,76,6,3340
106,77,7,3854
106,78,8,256
106,79,9,770
106,80,10,1284
106,81,11,1798
106,82,12,2312
106,83,13,2826
106,84,14,3340
106,85,15,3854
106,86,0,256
106,87,1,770
106,88,2,1284
106,89,3,1798
106,90,4,2312
106,91,5,2826
106,92,6,3340
106,93,7,3854
106,94,8,256
106,95,9,770
106,96,10,1284
106,97,11,1798
106,98,12,2312
106,99,13,2826
106,100,14,3340
106,101,15,3854
106,102,0,256
106,103,1,770
106,104,2,1284
106,105,3,1798
106,106,4,2312
106,107,5,2826
106,108,6,3340
106,109,7,3854
106,110,8,256
106,111,9,770
106,112,10,1284
106,113,11,1798
106,114,12,2312
106,115,13,2826
106,116,14,3340
106,117,15,3854
106,118,0,256
106,119,1,770
106,120,2,1284
106,121,3,1798
106,122,4,2312
106,123,5,2826
106,124,6,3340
106,125,7,3854
106,126,8,256
106,127,9,770
106,128,10,1541
106,129,11,2055
106,130,12,2569
106,131,13,3083
106,132,14,3597
106,134,0,513
106,135,1,1027
106,136,2,1541
106,137,3,2055
106,138,4,2569
106,139,5,3083
106,140,6,3597
106,141,7,15
106,142,8,513
106,143,9,1027
106,144,10,1541
106,145,11,2055
106,146,12,2569
106,147,13,3083
106,148,14,3597
106,150,0,513
106,151,1,1027
106,152,2,1541
106,153,3,2055
106,154,4,2569
106,155,5,3083
106,156,6,3597
106,157,7,15
106,158,8,513
106,159,9,1027
106,160,10,1541
106,161,11,2055
106,162,12,2569
106,163,13,3083
106,164,14,3597
106,166,0,513
106,167,1,1027
106,168,2,1541
106,169,3,2055
106,170,4,2569
106,171,5,3083
106,172,6,3597
106,173,7,15
106,174,8,513
106,175,9,1027
106,176,10,1541
106,177,11,2055
106,178,12,2569
106,179,13,3083
106,180,14,3597
106,182,0,513
106,183,1,1027
106,184,2,1541
106,185,3,2055
106,186,4,2569
106,187,5,3083
106,188,6,3597
106,189,7,15
106,190,8,513
106,191,9,1027
106,192,10,1541
106,193,11,2055
106,194,12,2569
106,195,13,3083
106,196,14,3597
106,198,0,513
106,199,1,1027
106,200,2,1541
106,201,3,2055
106,202,4,2569
106,203,5,3083
106,204,6,3597
106,205,7,15
106,206,8,513
106,207,9,1027
106,208,10,1541
106,209,11,2055
106,210,12,2569
106,211,13,3083
106,212,14,3597
106,214,0,513
106,215,1,1027
106,216,2,1541
106,217,3,2055
106,218,4,2569
106,219,5,3083
106,220,6,3597
106,221,7,15
106,222,8,513
106,223,9,1027
106,224,10,1541
106,225,11,2055
106,226,12,2569
106,227,13,3083
106,228,14,3597
106,230,0,513
106,231,1,1027
106,232,2,1541
106,233,3,2055
106,234,4,2569
106,235,5,3083
106,236,6,3597
106,237,7,15
106,238,8,513
106,239,9,1027
106,240,10,1541
106,241,11,2055
106,242,12,2569
106,243,13,3083
106,244,14,3597
106,246,0,513
106,247,1,1027
106,248,2,1541
106,249,3,2055
106,250,4,2569
106,251,5,3083
106,252,6,3597
106,253,7,15
106,254,8,513
106,255,9,1027
107,0,11,1798
107,1,12,2312
107,2,13,2826
107,3,14,3340
107,4,15,3854
107,5,0,256
107,6,1,770
107,7,2,1284
107,8,3,1798
107,9,4,2312
107,10,5,2826
107,11,6,3340
107,12,7,3854
107,13,8,256
107,14,9,770
107,15,10,1284
107,16,11,1798
107,17,12,2312
107,18,13,2826
107,19,14,3340
107,20,15,3854
107,21,0,256
107,22,1,770
107,23,2,1284
107,24,3,1798
107,25,4,2312
107,26,5,2826
107,27,6,3340
107,28,7,3854
107,29,8,256
107,30,9,770
107,31,10,1284
107,32,11,1798
107,33,12,2312
107,34,13,2826
107,35,14,3340
107,36,15,3854
107,37,0,256
107,38,1,770
107,39,2,1284
107,40,3,1798
107,41,4,2312
107,42,5,2826
107,43,6,3340
107,44,7,3854
107,45,8,256
107,46,9,770
107,47,10,1284
107,48,11,1798
107,49,12,2312
107,50,13,2826
107,51,14,3340
107,52,15,3854
107,53,0,256
107,54,1,770
107,55,2,1284
107,56,3,1798
107,57,4,2312
107,58,5,2826
107,59,6,3340
107,60,7,3854
107,61,8,256
107,62,9,770
107,63,10,1284
107,64,11,1798
107,65,12,2312
107,66,13,2826
107,67,14,3340
107,68,15,3854
107,69,0,256
107,70,1,770
107,71,2,1284
107,72,3,1798
107,73,4,2312
107,74,5,2826
107,75,6,3340
107,76,7,3854
107,77,8,256
107,78,9,770
107,79,10,1284
107,80,11,1798
107,81,12,2312
107,82,13,2826
107,83,14,3340
107,84,15,3854
107,85,0,256
107,86,1,770
107,87,2,1284
107,88,3,1798
107,89,4,2312
107,90,5,2826
107,91,6,3340
107,92,7,3854
107,93,8,256
107,94,9,770
107,95,10,1284
107,96,11,1798
107,97,12,2312
107,98,13,2826
107,99,14,3340
107,100,15,3854
107,101,0,256
107,102,1,770
107,103,2,1284
107,104,3,1798
107,105,4,2312
107,106,5,2826
107,107,6,3340
107,108,7,3854
107,109,8,256
107,110,9,770
107,111,10,1284
107,112,11,1798
107,113,12,2312
107,114,13,2826
107,115,14,3340
107,116,15,3854
107,117,0,256
107,118,1,770
107,119,2,1284
107,120,3,1798
107,121,4,2312
107,122,5,2826
107,123,6,3340
107,124,7,3854
107,125,8,256
107,126,9,770
107,127,10,1284
107,128,11,2055
107,129,12,2569
107,130,13,3083
107,131,14,3597
107,133,0,513
107,134,1,1027
107,135,2,1541
107,136,3,2055
107,137,4,2569
107,138,5,3083
107,139,6,3597
107,140,7,15
107,141,8,513
107,142,9,1027
107,143,10,1541
107,144,11,2055
107,145,12,2569
107,146,13,3083
107,147,14,3597
107,149,0,513
107,150,1,1027
107,151,2,1541
107,152,3,2055
107,153,4,2569
107,154,5,3083
107,155,6,3597
107,156,7,15
107,157,8,513
107,158,9,1027
107,159,10,1541
107,160,11,2055
107,161,12,2569
107,162,13,3083
107,163,14,3597
107,165,0,513
107,166,1,1027
107,167,2,1541
107,168,3,2055
107,169,4,2569
107,170,5,3083
107,171,6,3597
107,172,7,15
107,173,8,513
107,174,9,1027
107,175,10,1541
107,176,11,2055
107,177,12,2569
107,178,13,3083
107,179,14,3597
107,181,0,513
107,182,1,1027
107,183,2,1541
107,184,3,2055
107,185,4,2569
107,186,5,3083
107,187,6,3597
107,188,7,15
107,189,8,513
107,190,9,1027
107,191,10,1541
107,192,11,2055
107,193,12,2569
107,194,13,3083
107,195,14,3597
107,197,0,513
107,198,1,1027
107,199,2,1541
107,200,3,2055
107,201,4,2569
107,202,5,3083
107,203,6,3597
107,204,7,15
107,205,8,513
107,206,9,1027
107,207,10,1541
107,208,11,2055
107,209,12,2569
107,210,13,3083
107,211,14,3597
107,213,0,513
107,214,1,1027
107,215,2,1541
107,216,3,2055
107,217,4,2569
107,218,5,3083
107,219,6,3597
107,220,7,15
107,221,8,513
107,222,9,1027
107,223,10,1541
107,224,11,2055
107,225,12,2569
107,226,13,3083
107,227,14,3597
107,229,0,513
107,230,1,1027
107,231,2,1541
107,232,3,2055
107,233,4,2569
107,234,5,3083
107,235,6,3597
107,236,7,15
107,237,8,513
107,238,9,1027
107,239,10,1541
107,240,11,2055
107,241,12,2569
107,242,13,3083
107,243,14,3597
107,245,0,513
107,246,1,1027
107,247,2,1541
107,248,3,2055
107,249,4,2569
107,250,5,3083
107,251,6,3597
107,252,7,15
107,253,8,513
107,254,9,1027
107,255,10,1541
108,0,12,2312
108,1,13,2826
108,2,14,3340
108,3,15,3854
108,4,0,256
108,5,1,770
108,6,2,1284
108,7,3,1798
108,8,4,2312
108,9,5,2826
108,10,6,3340
108,11,7,3854
108,12,8,256
108,13,9,770
108,14,10,1284
108,15,11,1798
108,16,12,2312
108,17,13,2826
108,18,14,3340
108,19,15,3854
108,20,0,256
108,21,1,770
108,22,2,1284
108,23,3,1798
108,24,4,2312
108,25,5,2826
108,26,6,3340
108,27,7,3854
108,28,8,256
108,29,9,770
108,30,10,1284
108,31,11,1798
108,32,12,2312
108,33,13,2826
108,34,14,3340
108,35,15,3854
108,36,0,256
108,37,1,770
108,38,2,1284
108,39,3,1798
108,40,4,2312
108,41,5,2826
108,42,6,3340
108,43,7,3854
108,44,8,256
108,45,9,770
108,46,10,1284
108,47,11,1798
108,48,12,2312
108,49,13,2826
108,50,14,3340
108,51,15,3854
108,52,0,256
108,53,1,770
108,54,2,1284
108,55,3,1798
108,56,4,2312
108,57,5,2826
108,58,6,3340
108,59,7,3854
108,60,8,256
108,61,9,770
108,62,10,1284
108,63,11,1798
108,64,12,2312
108,65,13,2826
108,66,14,3340
108,67,15,3854
108,68,0,256
108,69,1,770
108,70,2,1284
108,71,3,1798
108,72,4,2312
108,73,5,2826
108,74,6,3340
108,75,7,3854
108,76,8,256
108,77,9,770
108,78,10,1284
108,79,11,1798
108,80,12,2312
108,81,13,2826
108,82,14,3340
108,83,15,3854
108,84,0,256
108,85,1,770
108,86,2,1284
108,87,3,1798
108,88,4,2312
108,89,5,2826
108,90,6,3340
108,91,7,3854
108,92,8,256
108,93,9,770
108,94,10,1284
108,95,11,1798
108,96,12,2312
108,97,13,2826
108,98,14,3340
108,99,15,3854
108,100,0,256
108,101,1,770
108,102,2,1284
108,103,3,1798
108,104,4,2312
108,105,5,2826
108,106,6,3340
108,107,7,3854
108,108,8,256
108,109,9,770
108,110,10,1284
108,111,11,1798
108,112,12,2312
108,113,13,2826
108,114,14,3340
108,115,15,3854
108,116,0,256
108,117,1,770
108,118,2,1284
108,119,3,1798
108,120,4,2312
108,121,5,2826
108,122,6,3340
108,123,7,3854
108,124,8,256
108,125,9,770
108,126,10,1284
108,127,11,1798
108,128,12,2569
108,129,13,3083
108,130,14,3597
108,132,0,513
108,133,1,1027
108,134,2,1541
108,135,3,2055
108,136,4,2569
108,137,5,3083
108,138,6,3597
108,139,7,15
108,140,8,513
108,141,9,1027
108,142,10,1541
108,143,11,2055
108,144,12,2569
108,145,13,3083
108,146,14,3597
108,148,0,513
108,149,1,1027
108,150,2,1541
108,151,3,2055
108,152,4,2569
108,153,5,3083
108,154,6,3597
108,155,7,15
108,156,8,513
108,157,9,1027
108,158,10,1541
108,159,11,2055
108,160,12,2569
108,161,13,3083
108,162,14,3597
108,164,0,513
108,165,1,1027
108,166,2,1541
108,167,3,2055
108,168,4,2569
108,169,5,3083
108,170,6,3597
108,171,7,15
108,172,8,513
108,173,9,1027
108,174,10,1541
108,175,11,2055
108,176,12,2569
108,177,13,3083
108,178,14,3597
108,180,0,513
108,181,1,1027
108,182,2,1541
108,183,3,2055
108,184,4,2569
108,185,5,3083
108,186,6,3597
108,187,7,15
108,188,8,513
108,189,9,1027
108,190,10,1541
108,191,11,2055
108,192,12,2569
108,193,13,3083
108,194,14,3597
108,196,0,513
108,197,1,1027
108,198,2,1541
108,199,3,2055
108,200,4,2569
108,201,5,3083
108,202,6,3597
108,203,7,15
108,204,8,513
108,205,9,1027
108,206,10,1541
108,207,11,2055
108,208,12,2569
108,209,13,3083
108,210,14,3597
108,212,0,513
108,213,1,1027
108,214,2,1541
108,215,3,2055
108,216,4,2569
108,217,5,3083
108,218,6,3597
108,219,7,15
108,220,8,513
108,221,9,1027
108,222,10,1541
108,223,11,2055
108,224,12,2569
108,225,13,3083
108,226,14,3597
108,228,0,513
108,229,1,1027
108,230,2,1541
108,231,3,2055
108,232,4,2569
108,233,5,3083
108,234,6,3597
108,235,7,15
108,236,8,513
108,237,9,1027
108,238,10,1541
108,239,11,2055
108,240,12,2569
108,241,13,3083
108,242,14,3597
108,244,0,513
108,245,1,1027
108,246,2,1541
108,247,3,2055
108,248,4,2569
108,249,5,3083
108,250,6,3597
108,251,7,15
108,252,8,513
108,253,9,1027
108,254,10,1541
108,255,11,2055
109,0,13,2826
109,1,14,3340
109,2,15,3854
109,3,0,256
109,4,1,770
109,5,2,1284
109,6,3,1798
109,7,4,2312
109,8,5,2826
109,9,6,3340
109,10,7,3854
109,11,8,256
109,12,9,770
109,13,10,1284
109,14,11,1798
109,15,12,2312
109,16,13,2826
109,17,14,3340
109,18,15,3854
109,19,0,256
109,20,1,770
109,21,2,1284
109,22,3,1798
109,23,4,2312
109,24,5,2826
109,25,6,3340
109,26,7,3854
109,27,8,256
109,28,9,770
109,29,10,1284
109,30,11,1798
109,31,12,2312
109,32,13,2826
109,33,14,3340
109,34,15,3854
109,35,0,256
109,36,1,770
109,37,2,1284
109,38,3,1798
109,39,4,2312
109,40,5,2826
109,41,6,3340
109,42,7,3854
109,43,8,256
109,44,9,770
109,45,10,1284
109,46,11,1798
109,47,12,2312
109,48,13,2826
109,49,14,3340
109,50,15,3854
109,51,0,256
109,52,1,770
109,53,2,1284
109,54,3,1798
109,55,4,2312
109,56,5,2826
109,57,6,3340
109,58,7,3854
109,59,8,256
109,60,9,770
109,61,10,1284
109,62,11,1798
109,63,12,2312
109,64,13,2826
109,65,14,3340
109,66,15,3854
109,67,0,256
109,68,1,770
109,69,2,1284
109,70,3,1798
109,71,4,2312
109,72,5,2826
109,73,6,3340
109,74,7,3854
109,75,8,256
109,76,9,770
109,77,10,1284
109,78,11,1798
109,79,12,2312
109,80,13,2826
109,81,14,3340
109,82,15,3854
109,83,0,256
109,84,1,770
109,85,2,1284
109,86,3,1798
109,87,4,2312
109,88,5,2826
109,89,6,3340
109,90,7,3854
109,91,8,256
109,92,9,770
109,93,10,1284
109,94,11,1798
109,95,12,2312
109,96,13,2826
109,97,14,3340
109,98,15,3854
109,99,0,256
109,100,1,770
109,101,2,1284
109,102,3,1798
109,103,4,2312
109,104,5,2826
109,105,6,3340
109,106,7,3854
109,107,8,256
109,108,9,770
109,109,10,1284
109,110,11,1798
109,111,12,2312
109,112,13,2826
109,113,14,3340
109,114,15,3854
109,115,0,256
109,116,1,770
109,117,2,1284
109,118,3,1798
109,119,4,2312
109,120,5,2826
109,121,6,3340
109,122,7,3854
109,123,8,256
109,124,9,770
109,125,10,1284
109,126,11,1798
109,127,12,2312
109,128,13,3083
109,129,14,3597
109,131,0,513
109,132,1,1027
109,133,2,1541
109,134,3,2055
109,135,4,2569
109,136,5,3083
109,137,6,3597
109,138,7,15
109,139,8,513
109,140,9,1027
109,141,10,1541
109,142,11,2055
109,143,12,2569
109,144,13,3083
109,145,14,3597
109,147,0,513
109,148,1,1027
109,149,2,1541
109,150,3,2055
109,151,4,2569
109,152,5,3083
109,153,6,3597
109,154,7,15
109,155,8,513
109,156,9,1027
109,157,10,1541
109,158,11,2055
109,159,12,2569
109,160,13,3083
109,161,14,3597
109,163,0,513
109,164,1,1027
109,165,2,1541
109,166,3,2055
109,167,4,2569
109,168,5,3083
109,169,6,3597
109,170,7,15
109,171,8,513
109,172,9,1027
109,173,10,1541
109,174,11,2055
109,175,12,2569
109,176,13,3083
109,177,14,3597
109,179,0,513
109,180,1,1027
109,181,2,1541
109,182,3,2055
109,183,4,2569
109,184,5,3083
109,185,6,3597
109,186,7,15
109,187,8,513
109,188,9,1027
109,189,10,1541
109,190,11,2055
109,191,12,2569
109,192,13,3083
109,193,14,3597
109,195,0,513
109,196,1,1027
109,197,2,1541
109,198,3,2055
109,199,4,2569
109,200,5,3083
109,201,6,3597
109,202,7,15
109,203,8,513
109,204,9,1027
109,205,10,1541
109,206,11,2055
109,207,12,2569
109,208,13,3083
109,209,14,3597
109,211,0,513
109,212,1,1027
109,213,2,1541
109,214,3,2055
109,215,4,2569
109,216,5,3083
109,217,6,3597
109,218,7,15
109,219,8,513
109,220,9,1027
109,221,10,1541
109,222,11,2055
109,223,12,2569
109,224,13,3083
109,225,14,3597
109,227,0,513
109,228,1,1027
109,229,2,1541
109,230,3,2055
109,231,4,2569
109,232,5,3083
109,233,6,3597
109,234,7,15
109,235,8,513
109,236,9,1027
109,237,10,1541
109,238,11,2055
109,239,12,2569
109,240,13,3083
109,241,14,3597
109,243,0,513
109,244,1,1027
109,245,2,1541
109,246,3,2055
109,247,4,2569
109,248,5,3083
109,249,6,3597
109,250,7,15
109,251,8,513
109,252,9,1027
109,253,10,1541
109,254,11,2055
109,255,12,2569
110,0,14,3340
110,1,15,3854
110,2,0,256
110,3,1,770
110,4,2,1284
110,5,3,1798
110,6,4,2312
110,7,5,2826
110,8,6,3340
110,9,7,3854
110,10,8,256
110,11,9,770
110,12,10,1284
110,13,11,1798
110,14,12,2312
110,15,13,2826
110,16,14,3340
110,17,15,3854
110,18,0,256
110,19,1,770
110,20,2,1284
110,21,3,1798
110,22,4,2312
110,23,5,2826
110,24,6,3340
110,25,7,3854
110,26,8,256
110,27,9,770
110,28,10,1284
110,29,11,1798
110,30,12,2312
110,31,13,2826
110,32,14,3340
110,33,15,3854
110,34,0,256
110,35,1,770
110,36,2,1284
110,37,3,1798
110,38,4,2312
110,39,5,2826
110,40,6,3340
110,41,7,3854
110,42,8,256
110,43,9,770
110,44,10,1284
110,45,11,1798
110,46,12,2312
110,47,13,2826
110,48,14,3340
110,49,15,3854
110,50,0,256
110,51,1,770
110,52,2,1284
110,53,3,1798
110,54,4,2312
110,55,5,2826
110,56,6,3340
110,57,7,3854
110,58,8,256
110,59,9,770
110,60,10,1284
110,61,11,1798
110,62,12,2312
110,63,13,2826
110,64,14,3340
110,65,15,3854
110,66,0,256
110,67,1,770
110,68,2,1284
110,69,3,1798
